id	name	host_id	host_name	neighbourhood_group	neighbourhood	latitude	longitude	room_type	price	minimum_nights	number_of_reviews	last_review	reviews_per_month	calculated_host_listings_count	availability_365	number_of_reviews_ltm	license
51134586	NEW Estudio vistas Gran Via	413813864	Francisco Javier	Centro	Palacio	40.41982	-3.70855	Entire home/apt	148	2	11	2022-02-27	1.06	6	114	11	
51405183	Encantadora Buhardilla en pleno centro	49344360	Mario	Centro	Palacio	40.41882	-3.71025	Entire home/apt	45	10	0			1	157	0	
51406711	Charming Malasaña Center	416340006	Anlasa Gestión SL	Centro	Universidad	40.42526	-3.70748	Entire home/apt	126	1	13	2022-05-22	1.29	1	335	13	
51407002	Habitación New York 5 torres	124292448	Simone	Tetuán	Almenara	40.4716	-3.69066	Private room	79	1	1	2021-10-22	0.13	1	83	1	
51407367	BRING PENTHOUSE WHIT TERRACE IN MADRID CENTER	69600676	Maria Noelia	Centro	Palacio	40.41127	-3.70867	Entire home/apt	114	2	14	2022-05-16	1.65	6	302	14	
51414308	Habitación individual  en piso compartido	138880528	Alexandra	Arganzuela	Delicias	40.39909	-3.69511	Private room	33	1	34	2022-05-30	3.41	1	67	34	
51414846	Piso compartido en zona Embajadores - MOR-HAB3	407437740	Smart	Arganzuela	Acacias	40.40421	-3.70207	Private room	17	30	0			38	340	0	
51345223	Habitación renovada - PROMOCIÓN AGOSTO	409080777	Lisa	Latina	Puerta del Angel	40.40596	-3.73564	Private room	14	7	0			17	0	0	
51345810	PLENO CENTRO DE MADRID hab. individual REFORMADA	144887361	Joe	Centro	Embajadores	40.40879	-3.69579	Private room	30	1	55	2022-06-07	5.48	5	340	55	
51418354	Habitación para cuatro personas en Sol, Madrid	411004237	Nora	Centro	Sol	40.4166	-3.70124	Private room	122	1	0			4	325	0	
51345848	Habitación completa PROMOCIONAL PARA AGOSTO	409080777	Lisa	Latina	Puerta del Angel	40.40606	-3.7395	Private room	12	14	1	2021-08-31	0.11	17	0	1	
51418906	Dulce y tranquila estancia	77346960	Marta	Hortaleza	Piovera	40.45666	-3.62448	Entire home/apt	60	2	19	2022-05-12	1.94	1	0	19	
51354851	Le Boutique Cuzco: Executive & Design apartment	13689734	Mati & Ceci	Chamartín	Nueva España	40.45917	-3.68105	Entire home/apt	118	6	16	2022-05-29	1.88	2	208	16	
51420043	***Lovely one Bedroom Flat in Heart of Madrid***	40961799	Parsa	Centro	Sol	40.41651	-3.70183	Private room	88	1	7	2022-05-21	1.67	17	80	7	
51421807	Habitación BUENA, BONITA Y BARATA	409080777	Lisa	Latina	Puerta del Angel	40.4071	-3.73665	Private room	12	7	0			17	0	0	
51356509	Piso compartido en zona Retiro - ANV-HAB5	407437740	Smart	Retiro	Niño Jesús	40.41119	-3.6754	Private room	20	30	0			38	312	0	
51422128	"Two rooms in 
a beautiful penthouse with terrace"	71924367	Jose	Salamanca	Fuente del Berro	40.42393	-3.66797	Private room	23	30	0			1	341	0	
51357211	Piso compartido en zona Centro - PME-HAB1	407437740	Smart	Centro	Palacio	40.41936	-3.71203	Private room	15	20	0			38	328	0	
51423288	Apart. tranquilo, zonas verdes y cerca del centro	205908088	Rocio	Carabanchel	San Isidro	40.39927	-3.73223	Private room	22	1	46	2022-05-28	5.00	1	355	46	
51357289	Apartamento de diseño en Malasaña junto a Gran Vía	13598547	María Eugenia	Centro	Universidad	40.42282	-3.70273	Entire home/apt	94	2	7	2022-05-21	0.77	1	238	7	
51423597	Madrid centro historico con vistas	12876661	Sergio	Centro	Palacio	40.41281	-3.71001	Entire home/apt	122	2	14	2022-05-22	1.79	1	88	14	
51357531	Apartment steps away from Metro - buses Av America	169752569	Mónica	Chamartín	Prosperidad	40.43894	-3.6787	Entire home/apt	189	1	36	2022-05-29	3.61	3	357	36	
51358436	Habitación completa PROMOCIONAL PARA AGOSTO	409080777	Lisa	Latina	Puerta del Angel	40.40601	-3.73856	Private room	12	14	0			17	0	0	
51424834	Apartamento en el Barrio Palacio. Luminoso pero sin luz de sol directa.	19787028	Alejandro	Centro	Palacio	40.41359	-3.71222	Entire home/apt	45	30	3	2022-04-05	0.43	1	298	3	No need 4 monthly
51426172	Hab. doble privada - tu nueva casa :)	414244011	The Central House	Centro	Embajadores	40.40966	-3.70536	Private room	138	1	4	2022-03-21	0.40	14	337	4	
51134857	Renovado y Acogedor apartamento de 1 dormitorio	96795800	Madrid Rental Flats	Chamberí	Almagro	40.43492	-3.69099	Entire home/apt	99	5	2	2021-10-23	0.24	24	0	2	
51522912	Lovely apartment in Chamberí ideal for families	53343036	Luna	Chamberí	Trafalgar	40.43469	-3.69923	Entire home/apt	242	3	24	2022-05-30	3.19	1	309	24	
51533380	Inmejorable Ubicación en Madrid	229138489	Antonio	Centro	Justicia	40.42398	-3.69186	Entire home/apt	120	3	37	2022-05-30	3.79	15	68	37	
51136722	Habitación en Apartamento Madrid - Malasaña	9080690	Lucas	Centro	Universidad	40.42473	-3.70383	Private room	66	1	12	2022-05-05	1.18	1	8	12	
51537442	Piso en Arturo Soria	397099666	Pedro Manuel	Ciudad Lineal	San Juan Bautista	40.45317	-3.66092	Entire home/apt	140	2	10	2022-05-22	2.07	2	238	10	VT-4828
51142091	DOBO HOMES RONDA DE VALENCIA 2	291759043	Dobo Rooms	Centro	Embajadores	40.40603	-3.70256	Entire home/apt	83	1	7	2021-11-20	0.71	13	339	7	
51147470	Plaza Mayor Deluxe Attic	2662680	Mario Y Noelia	Centro	Sol	40.415859	-3.70629	Entire home/apt	86	2	9	2022-04-23	0.98	9	0	9	
51537911	✨Comfy Loft~15 min to city centre🚇	41924471	Sara	Ciudad Lineal	Pueblo Nuevo	40.42606	-3.6413	Entire home/apt	55	3	56	2022-06-06	5.81	2	49	56	
51538702	Charming Ópera - 3 dormitorios, 2 baños, piscina	417520866	Lulomagodi SL	Centro	Palacio	40.41944	-3.7097	Entire home/apt	265	1	18	2022-05-02	1.89	1	295	18	
51157423	Habitación cerca aeropuerto idealpersona sola	90403451	Wendy	Hortaleza	Pinar del Rey	40.47647	-3.64977	Private room	40	2	0			1	310	0	
51546405	La Paz Market 4 A Madrid Salamanca quarter	2509252	Montaber	Salamanca	Recoletos	40.42826	-3.68652	Entire home/apt	125	1	6	2021-11-07	0.68	17	333	6	VT-9788
51159025	10min andando plaza mayor y puerta del sol WIFI AC	9885245	My Mad Madrid	Centro	Embajadores	40.41108	-3.70577	Entire home/apt	67	2	45	2022-06-06	4.31	52	266	45	
51161870	Habitación - Estudio con Cocina y Baño Privados	22748203	Maria	Centro	Universidad	40.42431	-3.70504	Private room	45	1	27	2022-05-30	2.55	1	304	27	
51168801	Habitación privada en Madrid	209240184	Karol	Carabanchel	Puerta Bonita	40.37557	-3.73924	Private room	23	1	0			1	0	0	
51169258	2.HABITACIÓN EN SOL CON BALCÓN	331982718	Gema	Centro	Cortes	40.4143	-3.7026	Private room	23	30	0			23	242	0	
51426249	Habitación compartida en estudio para  Mochileros.	350591206	Alberto	Usera	Pradolongo	40.38293	-3.7077	Shared room	19	1	38	2022-06-06	4.00	1	353	38	
51426701	THE CENTRAL HOUSE LAVAPIES, Hab. para 4 personas	414244011	The Central House	Centro	Embajadores	40.40957	-3.70568	Private room	186	1	3	2022-04-21	0.30	14	340	3	
51427334	THE CENTRAL HOUSE LAVAPIES, Hab. para 8 personas	414244011	The Central House	Centro	Embajadores	40.40991	-3.70714	Private room	313	1	10	2022-04-24	1.11	14	350	10	
51546617	Piso compartido en zona Salamanca - GYA-HAB1	407437740	Smart	Salamanca	Recoletos	40.42427	-3.68739	Private room	20	20	0			38	309	0	
51427636	THE CENTRAL HOUSE, Hab. PREMIUM para 8 personas	414244011	The Central House	Centro	Embajadores	40.41132	-3.70519	Private room	357	1	5	2022-04-25	0.56	14	345	5	
51547449	Piso compartido en zona Plaza Castilla -MLG-HAB2	407437740	Smart	Chamartín	Castilla	40.47103	-3.68663	Private room	19	30	0			38	342	0	
51428145	THE CENTRAL HOUSE LAVAPIES, PENTHOUSE 6P	414244011	The Central House	Centro	Embajadores	40.41175	-3.70649	Private room	295	1	1	2022-05-01	0.77	14	302	1	
51549352	Espectacular apartamento 8 Pax - en el centro	417606530	Daniel	Centro	Embajadores	40.41293	-3.70611	Entire home/apt	213	2	24	2022-05-23	3.73	1	346	24	
51435904	Antón Martín studio, 20 sq.m , sofa bed,	105708985	Rafael	Centro	Embajadores	40.41064	-3.69767	Entire home/apt	71	4	36	2022-05-12	3.70	27	306	36	
51549762	BNBHolder Charming  Duplex Attic SOL	28786243	Emilio	Centro	Cortes	40.41458	-3.70291	Entire home/apt	188	2	7	2022-05-16	0.81	71	202	7	
51550052	RADDA - Two bedroom apartment in Hortaleza St	346367515	Ukio	Centro	Justicia	40.42153	-3.70013	Entire home/apt	154	31	0			78	4	0	
51551949	Rainforest Room	14785920	Jose	Usera	San Fermín	40.37625	-3.69311	Private room	20	2	1	2021-11-20	0.15	4	0	1	
51437592	Precioso apartamento en pleno Centro de Madrid	153711027	Alice	Centro	Cortes	40.41255	-3.69393	Entire home/apt	150	3	9	2022-05-23	1.12	1	359	9	
51171914	Apartamento acogedor en Sanchinarro Madrid	414152076	Ana Isabel	Hortaleza	Valdefuentes	40.49471	-3.64952	Entire home/apt	95	2	6	2021-09-28	0.61	1	150	6	
51172385	WAKE UP IN PLAZA MAYOR	6038964	Andrey	Centro	Sol	40.415131	-3.707777	Entire home/apt	75	2	11	2022-05-19	1.07	1	0	11	
51554244	CAMA EN HABITACION COMPARTIDA DE 4 MIXTA	414244011	The Central House	Centro	Embajadores	40.41195	-3.7068	Shared room	41	1	5	2022-04-22	0.69	14	358	5	
51173077	Modern apartment with private parking space.	414164292	Francisco	Chamartín	Castilla	40.46637	-3.68899	Entire home/apt	96	29	4	2022-05-01	0.48	1	36	4	
51173087	"Estudio Acogedor
En Chueca"	414162392	Pedro Luis	Centro	Justicia	40.42225	-3.70047	Entire home/apt	96	2	52	2022-04-28	5.06	1	125	52	
51437619	Bright room in Madrid Downtown with host.	29223251	Jose	Centro	Embajadores	40.40982	-3.70024	Private room	79	3	1	2021-09-26	0.12	1	346	1	
51437625	Refurbished and Bright - 1Bedroom 1Bath - Retiro	416593649	Cornelia Y Alvaro	Retiro	Ibiza	40.41885	-3.67353	Entire home/apt	111	1	9	2022-05-17	1.07	1	282	9	
51437748	NEW Estudio terraza Gran Via	413813864	Francisco Javier	Centro	Palacio	40.42058	-3.70874	Entire home/apt	159	2	6	2022-01-31	0.60	6	110	6	
51554823	Habitación hotel boutique con Terraza Privada	417650546	Anaco	Centro	Sol	40.419369	-3.703054	Private room	149	1	1	2021-12-30	0.19	4	355	1	
51555472	Nuevo apartamento en el corazón de Madrid	394687867	Jorge	Centro	Palacio	40.42034	-3.71034	Entire home/apt	116	2	25	2022-05-24	2.78	48	338	25	
51438084	Gran Via Centro Piso moderno y elegante	44587781	Alix	Centro	Palacio	40.42035	-3.70686	Entire home/apt	65	4	5	2022-05-30	0.72	1	0	5	
51558455	CAMA EN HABITACIÓN COMPARTIDA DE 6 MIXTA	414244011	The Central House	Centro	Embajadores	40.40983	-3.70534	Shared room	39	1	20	2022-06-01	2.10	14	360	20	
51438567	Estudio para 1 persona en Gran via	413813864	Francisco Javier	Centro	Palacio	40.42001	-3.70837	Entire home/apt	134	2	8	2022-04-29	0.89	6	97	8	
51439084	Estudios sofa cama Gran via	413813864	Francisco Javier	Centro	Palacio	40.42066	-3.70653	Entire home/apt	134	2	12	2022-02-10	1.18	6	108	12	
51439854	Casa independiente con patio	7425055	Mar	Usera	San Fermín	40.3702	-3.6927	Entire home/apt	110	2	6	2022-05-08	1.78	1	50	6	
51442337	Precioso y acogedor apartamento en embajadores	408153495	Eva	Centro	Embajadores	40.40721	-3.70317	Entire home/apt	59	2	45	2022-05-24	4.43	4	246	45	
51445076	Habitación tranquila y agradable en calle ibiza	251941750	Mercedes	Retiro	Ibiza	40.41675	-3.67259	Private room	18	7	0			3	220	0	
51445201	"Habitacion en piso familiar
15 minutos del centro"	416653686	Jeny Maria	Villaverde	Butarque	40.34308	-3.68372	Private room	15	1	55	2022-06-01	5.41	1	283	55	
51181210	JORGE JUAN PRIME, by Presidence Rentals	77420214	Presidence Rentals	Salamanca	Recoletos	40.42428	-3.68065	Entire home/apt	131	3	24	2022-05-27	2.57	20	95	24	
51181322	Luxury Apartment with amazing views of Madrid. Plaza de España II	2105590	Reyes	Centro	Palacio	40.42271	-3.71066	Entire home/apt	142	1	6	2022-04-22	0.70	29	334	6	
51182439	Precioso estudio en Madrid	414246624	Emilio	Moncloa - Aravaca	Argüelles	40.42929	-3.71638	Entire home/apt	75	2	21	2022-06-01	2.54	1	310	21	
51184278	Precioso apartamento	414260670	Javier	Salamanca	Lista	40.43229	-3.67576	Entire home/apt	200	1	16	2022-05-15	1.59	1	322	16	
51186204	TATIO - Penthouse with shared Swimming Pool	346367515	Ukio	Chamberí	Trafalgar	40.43107	-3.70289	Entire home/apt	183	31	1	2021-08-16	0.10	78	0	1	
51190011	Apartamento Ático Centro Madrid	394687867	Jorge	Centro	Palacio	40.42185	-3.71123	Entire home/apt	121	2	38	2022-05-15	3.84	48	342	38	
51192259	Modern and Bright - 2Bedrooms 2Bathrooms - Sol	414331018	Juan Eduardo	Centro	Palacio	40.41651	-3.71021	Entire home/apt	152	2	25	2022-05-29	2.52	1	292	25	
51193898	Apartamento UNICO en Paseo de la Habana.	66782942	Jose	Chamartín	Hispanoamérica	40.45349	-3.68177	Entire home/apt	93	3	13	2022-03-01	1.34	1	4	13	VT-2105
51558636	CAMA COMPARTIDA EN DORMITORIO DE 8 MIXTO	414244011	The Central House	Centro	Embajadores	40.40998	-3.70537	Shared room	37	1	287	2022-06-03	29.39	14	359	287	
51558807	Loft Arquitectura	32853785	Honorio David	Arganzuela	Acacias	40.39929	-3.70196	Entire home/apt	86	3	41	2022-06-01	4.47	1	34	41	VT-8092
51196484	Fantástico alojamiento. Vive y disfruta Madrid	24299274	Vanessa	Usera	San Fermín	40.37021	-3.68772	Entire home/apt	66	1	5	2022-04-17	0.59	2	157	5	
51445216	habitación doble sencilla y bonita...	62563127	Cinthya	Puente de Vallecas	Entrevías	40.37699	-3.66408	Private room	28	2	14	2022-03-23	1.44	1	21	14	
51445794	Private Room in cozy apartment, city centre Madrid	282891299	Estefania	Centro	Embajadores	40.41016	-3.70526	Private room	93	2	39	2022-05-22	3.84	1	71	39	
51566100	Apartamento las ventas 2	184661318	Javier	Salamanca	Guindalera	40.43508	-3.66485	Entire home/apt	74	2	18	2022-05-22	1.80	3	256	18	
51447150	Apartamento 3 dormitorios en Madrid capital.	113051725	Mercedes	Villa de Vallecas	Santa Eugenia	40.38341	-3.60686	Entire home/apt	101	2	30	2022-05-30	3.26	2	305	30	
51724597	Double Room | Casón del Tormes	419030788	Casón Del Tormes	Centro	Palacio	40.422291	-3.711508	Private room	160	1	0			6	341	0	
51724692	Twin Room | Casón del Tormes	419030788	Casón Del Tormes	Centro	Palacio	40.422291	-3.711508	Private room	160	1	0			6	351	0	
51567217	Atico con excelentes vistas, terraza, silencioso, Metro a 10 minutos Sol.	166855985	Alejandro	Usera	San Fermín	40.36806	-3.69163	Private room	33	1	11	2022-06-03	1.28	2	29	11	
51724736	Superior Room | Casón del Tormes	419030788	Casón Del Tormes	Centro	Palacio	40.422291	-3.711508	Private room	176	1	0			6	344	0	
51724773	Superior Twin Room | Casón del Tormes	419030788	Casón Del Tormes	Centro	Palacio	40.422291	-3.711508	Private room	176	1	0			6	353	0	
51449614	ALOJAMIENTO VACACIONAL	127791021	Diana	Moncloa - Aravaca	Argüelles	40.43038	-3.71705	Private room	50	1	1	2021-08-06	0.10	1	340	1	
51451377	Apartamento, Chamberí,Quevedo 5	395936662	Roberto Darian	Chamberí	Arapiles	40.43389	-3.70518	Entire home/apt	54	4	35	2022-06-06	3.76	6	18	35	
51568557	Lovely Studio	236610499	Dan	Arganzuela	Palos de Moguer	40.40222	-3.69404	Entire home/apt	91	2	37	2022-05-30	3.87	2	173	37	
51456432	Luxury apartment for 6 with pool and gym	124209859	Stephen	Centro	Universidad	40.42323	-3.71022	Entire home/apt	275	14	8	2022-05-15	1.44	1	282	8	
51724813	Triple Room | Casón del Tormes	419030788	Casón Del Tormes	Centro	Palacio	40.422291	-3.711508	Private room	216	1	0			6	350	0	
51568614	Modern and shiny flat, with rooftop	31324376	Ninon	Centro	Cortes	40.41215916862358	-3.6952333484812305	Entire home/apt	130	2	3	2022-06-05	3	1	35	3	
51725611	Estudio Lavapiés- Reina Sofia-Atocha-WiFi, A/C	8276432	Rutilio Adolfo	Centro	Embajadores	40.41068	-3.70363	Entire home/apt	63	2	12	2022-05-30	1.26	17	66	12	
51725693	Piso amplio y cómodo a estrenar en Madrid	339785072	Elephas	Salamanca	Guindalera	40.43843	-3.6746	Entire home/apt	83	2	5	2022-05-23	0.52	8	74	5	
51456848	Piso compartido en zona Bellas Vistas - FRA-HAB1	407437740	Smart	Tetuán	Berruguete	40.45679	-3.70318	Private room	17	30	1	2022-06-01	1	38	363	1	
51457121	Piso compartido en zona Centro - PME-HAB5	407437740	Smart	Centro	Palacio	40.42083	-3.7117	Private room	20	30	0			38	363	0	
51569897	Piso compartido en zona Atocha - ANC-HAB4	407437740	Smart	Arganzuela	Palos de Moguer	40.40359	-3.69354	Private room	17	30	0			38	328	0	
51458019	Madrid Penthouse with private terrace in Chamberi	3999408	Maria Elena	Chamberí	Rios Rosas	40.44129	-3.70129	Entire home/apt	114	7	0			1	213	0	
51726349	Spacious flat between Prado Museum and El Retiro	2044655	Sylvia	Retiro	Jerónimos	40.41405	-3.6904	Entire home/apt	201	4	5	2022-05-30	0.60	7	97	5	VT-3721
51570599	Habitación doble hotel boutique centro Madrid	417650546	Anaco	Centro	Universidad	40.42017	-3.70263	Private room	121	1	3	2022-05-14	1.05	4	355	3	
51732294	PENTHOUSE -2- IN CALLE DEL PRINCIPE (SOL)	96804915	Gius	Centro	Cortes	40.41561	-3.69917	Entire home/apt	128	5	10	2022-03-22	1.23	20	119	10	
51458673	Attic apartment of 27m2 in Chamberí	414655213	Carmen	Chamberí	Arapiles	40.43171	-3.70962	Entire home/apt	74	3	19	2022-05-30	2.24	1	104	19	
51570786	Habitación individual hotel boutique centro Madrid	417650546	Anaco	Centro	Universidad	40.42011	-3.70205	Private room	121	1	0			4	355	0	
51459271	Habitación para tres personas en Sol, Madrid	411004237	Nora	Centro	Sol	40.41644	-3.70095	Private room	102	1	0			4	330	0	
51459687	Amazing apartment historic centre	230030303	Luis	Centro	Palacio	40.41604	-3.71091	Entire home/apt	114	2	5	2022-05-22	1.27	4	349	5	
51469076	Excelente habitacion linea directa CENTRO Madrid	409080777	Lisa	Latina	Puerta del Angel	40.40599	-3.7395	Private room	16	7	1	2021-08-25	0.10	17	0	1	
51570964	Habitación para 3 hotel centro Madrid	417650546	Anaco	Centro	Universidad	40.42053	-3.70385	Private room	256	1	1	2022-05-09	1	4	356	1	
51571072	1 bedroom 1 bathroom furnished -Callao in downtown	314619429	AirTaxi Online	Centro	Sol	40.41864	-3.70565	Entire home/apt	105	1	30	2022-05-26	3.75	9	174	30	
51571111	Modern flat in the city center - Madrid	22944200	Josefina	Centro	Palacio	40.41457	-3.70992	Entire home/apt	188	1	18	2022-06-03	3.46	1	345	18	
51571750	Apartamento en Centro Madrid Gran Vía - Opera	32474131	Alejandro	Centro	Palacio	40.41769	-3.70896	Entire home/apt	71	3	53	2022-06-03	5.37	1	36	53	
51739590	Luminoso Ático cerca de Atocha	24099435	David	Arganzuela	Delicias	40.39928	-3.69297	Entire home/apt	100	4	5	2022-03-27	0.62	4	11	5	
51572195	NEW AUG21, LUXURY, PRIVATE SAUNA&WELLNESS IN PRADO	5298015	Diego	Centro	Cortes	40.41278	-3.69416	Entire home/apt	155	1	34	2022-06-03	3.40	3	127	34	
51739836	Student Only Property: Compact LARGE ROOM ENSUITE PRIVATE BATHROOM - 1 month LOS	226804666	Miroslav	Chamartín	El Viso	40.44477	-3.68765	Entire home/apt	81	31	0			20	358	0	
51573120	Habitación exterior con vistas, terraza, baño privado, 200 mts a Metro, 10 min de Sol y a 5 del parque Madrid Río.	166855985	Alejandro	Usera	San Fermín	40.36816	-3.69239	Private room	29	3	15	2022-05-31	1.60	2	65	15	
51739848	Student Only Property: Boutique LARGE ROOM ENSUITE BATHROOM SHARED - 1 month LOS	226804666	Miroslav	Chamartín	El Viso	40.44492	-3.68562	Entire home/apt	75	31	0			20	358	0	
51576637	Apartamento super luminoso y cómodo en Bernabéu	214101176	Alexander	Tetuán	Cuatro Caminos	40.45579	-3.69197	Entire home/apt	65	60	0			1	352	0	
51581378	Teruel 5	199943183	Enrique	Tetuán	Cuatro Caminos	40.45072	-3.70319	Entire home/apt	85	2	5	2021-09-04	0.51	17	3	5	
51739859	Student Only Property: Luxurious ESTÁNDAR ROOM - SHARED BATHROOM - 1 month LOS	226804666	Miroslav	Chamartín	El Viso	40.44698	-3.68578	Entire home/apt	68	31	0			20	358	0	
51583006	1 bedroom in the center of Madrid	416870172	Joudric	Puente de Vallecas	Numancia	40.394302	-3.658627	Private room	26	1	1	2022-05-29	1	1	359	1	
51739870	Student Only Property: Appealing SINGLE ROOM IN TOP FLOOR OR BASEMENT - SHARED BATHROOM - 1 month LOS	226804666	Miroslav	Chamartín	El Viso	40.4455	-3.68584	Entire home/apt	60	31	0			20	358	0	
51739882	Student Only Property: Sophisticated LARGE ROOM ENSUITE BATHROOM SHARED - 4 months LOS	226804666	Miroslav	Chamartín	El Viso	40.44653	-3.68779	Entire home/apt	43	120	0			20	358	0	
51589054	Madrid rio the best	3275902	Esther	Moncloa - Aravaca	Casa de Campo	40.42495	-3.7258	Entire home/apt	35	60	0			1	0	0	
51739896	Student Only Property: Fanciest ESTÁNDAR ROOM - SHARED BATHROOM - 4 months LOS	226804666	Miroslav	Chamartín	El Viso	40.44694	-3.68565	Entire home/apt	41	120	0			20	358	0	
51739903	Student Only Property: Boutique LARGE ROOM ENSUITE PRIVATE BATHROOM - 4 months LOS	226804666	Miroslav	Chamartín	El Viso	40.44493	-3.68797	Entire home/apt	49	120	0			20	358	0	
51589819	Comfortable room in the city center	11502216	Daniela	Chamberí	Trafalgar	40.4357	-3.70192	Private room	40	20	0			1	83	0	
51739911	Student Only Property: Gorgeous SINGLE ROOM IN TOP FLOOR OR BASEMENT - SHARED BATHROOM - 4 months LOS	226804666	Miroslav	Chamartín	El Viso	40.44493	-3.68746	Entire home/apt	36	120	0			20	358	0	
51740316	Beautiful Renovated apartment in the center 1	107335103	Daniel	Centro	Universidad	40.42614	-3.70776	Entire home/apt	91	1	56	2022-06-04	5.94	86	53	56	
51589837	4Torres Homes - Sofía	143033938	Alberto	Fuencarral - El Pardo	Valverde	40.48645	-3.68943	Entire home/apt	80	3	8	2022-05-10	0.86	3	302	8	
51740771	Beautiful Renovated apartment in the center 2	107335103	Daniel	Centro	Universidad	40.4247	-3.70972	Entire home/apt	90	1	42	2022-06-05	4.45	86	64	42	
51741291	Beautiful Renovated apartment in the center 3	107335103	Daniel	Centro	Universidad	40.4264	-3.70957	Entire home/apt	90	1	54	2022-06-04	5.70	86	65	54	
51469533	Amplia habitacion linea directa CENTRO Madrid	409080777	Lisa	Latina	Cármenes	40.40409	-3.7381	Private room	13	7	0			17	0	0	
51589862	1 bedroom 1 bathroom furnished -Callao in downtown	314619429	AirTaxi Online	Centro	Sol	40.41843	-3.70571	Entire home/apt	93	1	32	2022-05-27	3.64	9	175	32	
51476305	THE CENTRAL HOUSE LAVAPIES, Hab. para 3 personas	414244011	The Central House	Centro	Embajadores	40.41	-3.70677	Private room	138	1	0			14	327	0	ESB87885356
51741861	Beautiful Renovated apartment in the center 4	107335103	Daniel	Centro	Universidad	40.42478	-3.70838	Entire home/apt	85	1	41	2022-06-04	4.38	86	61	41	
51589897	Piso compartido en Nuevos Ministerios-ORE-HAB3	407437740	Smart	Tetuán	Cuatro Caminos	40.45095	-3.69573	Private room	18	30	0			38	159	0	
51477441	Museos y Letras - Nuevo y cómodo apart. FAMILIAS	407492831	Lourdes	Centro	Cortes	40.41247	-3.6952	Entire home/apt	134	2	22	2022-05-08	2.25	3	340	22	
51590966	Apartamento con piscina	417171885	Francisco Javier	Villa de Vallecas	Casco Histórico de Vallecas	40.3737	-3.61207	Entire home/apt	110	1	5	2022-05-23	0.53	1	364	5	
51477457	Museos & Las Letras - Cómodo y Nuevo!!	407492831	Lourdes	Centro	Cortes	40.41455	-3.69482	Entire home/apt	149	2	28	2022-05-22	2.83	3	354	28	
51477619	Acogedora habitaciòn en Ático con terraza.	3677062	Sizaskun	Arganzuela	Acacias	40.39813	-3.70287	Private room	55	3	3	2021-12-06	0.35	1	0	3	
51742187	Precioso Loft Ático barrio Retiro	419173918	Aissa	Retiro	Ibiza	40.41715	-3.6774	Entire home/apt	70	3	39	2022-06-05	4.30	1	318	39	
51742237	Beautiful Renovated Loft in the center 5	107335103	Daniel	Centro	Universidad	40.42635	-3.7082	Entire home/apt	78	1	47	2022-06-01	5.00	86	63	47	
51742777	Beautiful Renovated apartment in the center 6	107335103	Daniel	Centro	Universidad	40.42682	-3.70813	Entire home/apt	91	1	56	2022-05-31	5.89	86	55	56	
51591104	1 bedroom 1 bathroom furnished -Callao in downtown	314619429	AirTaxi Online	Centro	Sol	40.41843	-3.70651	Entire home/apt	106	1	47	2022-05-27	4.81	9	163	47	
51745261	CH11! LONDON2Rooms! Parking+FibraÓptica	51636039	CriteriaHome!	Villaverde	San Andrés	40.33269	-3702	Entire home/apt	65	3	0			14	0	0	
51477663	Confortable Habitación en zona del Retiro.	111405751	Gabriel	Retiro	Pacífico	40.40372	-3.67667	Private room	29	1	11	2022-06-04	9.71	1	267	11	
51592583	1 bedroom 1 bathroom furnished -Callao in downtown	314619429	AirTaxi Online	Centro	Palacio	40.42057	-3.70711	Entire home/apt	116	1	42	2022-05-27	4.36	9	156	42	
51477868	Wonderfull Apartment Tematic in Gran Via	331742624	Williams	Centro	Sol	40.41911	-3.70216	Entire home/apt	115	1	5	2022-04-30	0.55	5	314	5	
51478155	Statement Apartment in the Heart of Lavapies	3895046	Ali	Centro	Embajadores	40.410183	-3.703234	Entire home/apt	98	3	21	2022-05-29	3.96	2	332	21	
51592886	Beautiful cozy Room in the Center of Madrid	107452244	Gabriel	Centro	Sol	40.41956	-3.7032	Private room	200	2	0			1	365	0	
51479660	Incredible triple apartment in Atocha, 1A	107335103	Daniel	Arganzuela	Palos de Moguer	40.40298	-3.69139	Entire home/apt	131	1	46	2022-06-05	4.58	86	55	46	
51749671	Habitación con cama doble en piso compartido	402279906	Aixa	San Blas - Canillejas	Canillejas	40.43662	-3.60857	Private room	18	1	0			1	157	0	
51593247	Nice private and bright double room	20069554	Daniel	Moncloa - Aravaca	Valdezarza	40.46798	-3.71397	Private room	31	1	70	2022-06-06	7.34	1	16	70	
51750413	LUXURY HOUSE-HERMOSA VIVIENDA LUJO-APPART DE LUXE	13843576	Jose Luis	Chamberí	Gaztambide	40.43308	-3.71437	Entire home/apt	227	3	7	2022-05-30	0.88	1	261	7	
51480471	Incredible Quadruple Apartment in Atocha, 4A	107335103	Daniel	Arganzuela	Palos de Moguer	40.40304	-3.69316	Entire home/apt	145	1	71	2022-06-01	7.22	86	38	71	
51594825	1 bedroom 1 bathroom furnished -Callao in downtown	314619429	AirTaxi Online	Centro	Sol	40.41879	-3.70723	Entire home/apt	112	1	39	2022-05-29	4.33	9	144	39	
51595345	1 bedroom 1 bathroom furnished -Callao in downtown	314619429	AirTaxi Online	Centro	Sol	40.41919	-3.70782	Entire home/apt	116	1	37	2022-05-26	4.02	9	346	37	
